id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
188,0.7232494,0.13002163,-0.9152704,-0.012450233,-0.04042475,1.8531327,0.46567467,-1.0498382,-0.7519097,1.2039824,-1.1006062,-0.3443352
189,1.2486951,-0.4295044,-1.0463017,-0.15784155,0.017086918,2.1361682,0.8300393,-0.48453125,-0.83952296,1.1041499,-1.3082539,-1.0313469
19,1.8323812,1.1451143,0.19508478,0.14298059,0.20700817,1.0519508,0.44029182,-0.65466297,-1.4579569,0.28708708,0.18983847,-0.14234166
190,1.0527128,-0.05337026,-0.73829997,-0.65175277,-0.03612215,1.6501957,0.41815522,-0.8736975,-0.698082,1.3448008,-0.72887945,-0.49762154
191,1.4127167,0.6226558,-0.6805584,-0.21130858,0.7677012,0.68017894,0.5669629,-1.5584284,-0.69573087,1.3602829,-0.50178146,-0.23556918
192,1.5851885,0.8784558,-0.23342702,-0.121218204,0.64471054,0.9567867,-0.004007797,-1.253676,-0.7556464,0.7637329,-0.6248763,-0.7101842
193,1.684143,0.35366392,-0.6845965,-0.38463855,0.7356187,1.2167083,0.6393993,-1.220742,-0.86381125,0.64367735,-1.0600494,-1.2344059
194,1.6168829,1.0395116,-0.4384616,-0.155018,0.38891095,0.97554,0.2777738,-1.7383746,-1.174202,0.6641909,-0.6210017,-0.46248126
195,1.0414989,0.3783171,-0.3923287,-0.11873177,0.30803302,1.1432637,0.70775354,-1.5929871,-0.88787913,1.0805852,-0.98012966,-0.36345482
196,1.9347776,0.9056229,0.27894366,-0.36453336,1.0400718,0.8469741,0.27712885,0.0063284975,-1.1779625,0.22445421,-0.08339559,-0.80954057
197,2.0217085,1.3011587,0.05806087,-0.6900153,1.5486629,1.0466669,0.32273024,-0.3970041,-0.90373904,0.5717877,-0.67970294,-0.8055996
198,1.7146043,1.0651057,0.7398656,-0.16612448,1.1440707,0.8582002,0.7066093,0.45058826,-0.53074044,0.76678693,-0.50365096,-0.211449
199,1.9698564,1.1999418,-0.18916006,-0.50164723,0.7713543,1.1530304,0.44565213,-0.38476658,-1.207354,0.6104793,0.09483985,-0.6287271
2,0.6311408,0.16085936,-0.57905537,0.4070011,-0.9349393,1.6134651,-0.16317987,-1.019104,-0.09017302,1.3199613,-0.910596,-0.33379355
20,1.7659435,0.9007275,0.3373815,0.09032635,0.26977155,1.1204636,0.45605186,-0.33954236,-0.9799274,0.40888226,0.32173017,-0.20456603
200,2.0951598,0.49748147,0.0406849,-0.47015536,1.0985367,1.064923,0.6009101,0.24056292,-0.65662557,1.0780154,-0.36962542,-0.89289194
201,1.974927,0.29846936,-0.552918,0.114280656,1.2018998,0.2520123,0.6614569,-0.8225895,-0.78690183,1.0352085,-0.025544547,-1.3770664
202,1.9767021,0.4241421,-0.21072505,0.5042474,1.1623504,-0.14497913,0.5658574,-0.48673394,-0.7934483,1.1302259,0.25944504,-0.8468644
203,2.0679584,0.21766317,-0.5494435,1.0953957,0.3963422,0.080713205,0.1994865,-0.6656682,-0.918567,0.9872836,0.55473447,-0.67139596
204,2.2083864,0.26837438,-0.64042056,1.014962,0.54305696,0.023252636,0.29243234,-0.4374744,-0.9462051,1.224267,0.47154,-1.0243958
205,1.9807305,0.44423154,-0.5249649,1.0001545,0.9926518,0.18233217,0.3026323,-0.5848115,-0.60297513,0.8036494,0.5339943,-0.79302967
206,2.236739,0.067424744,-0.36019236,0.78989416,0.8014475,0.10496665,0.52312654,-0.42666385,-0.7338951,0.64283895,0.50661993,-1.0099604
207,1.730977,0.086391956,-1.0273361,1.4100659,0.8005537,0.80216694,0.9081085,-0.94608444,-0.15254635,-0.18009047,0.719605,-0.65123504
208,1.9181446,-0.0011195727,-0.9050668,1.5294198,0.59703666,0.5236568,0.5739458,-0.9552492,-0.31092298,0.031112604,0.5897349,-0.485105
209,1.9988308,0.087583125,-0.55631614,1.2198875,0.71577376,0.33129975,0.48222512,-0.57807183,-0.30998707,0.19607243,0.66451985,-0.68402773
21,1.6190722,0.33648124,-0.09516924,0.72656727,0.32046118,-0.3425773,-0.07148892,-0.5548722,0.058510937,0.77828014,0.5831736,0.07840377
210,2.4189293,-0.039452907,-1.085666,1.2799819,1.0545914,0.30919665,0.9633694,-0.7924672,-0.24961224,-0.231824,0.1899499,-1.3578614
211,1.0898644,0.40462756,-1.2201593,1.1715219,0.94600487,1.1169958,0.014299919,-0.8696627,0.2251591,-0.3909671,0.6948564,-0.6962589
212,1.4327629,0.19327605,-0.92190725,1.1834577,0.7033216,1.0995512,0.38233274,-1.3477937,0.4336089,-0.5400217,0.3085016,-1.0025786
213,1.4548819,0.21412131,-0.83188146,1.9397948,-0.06649485,1.1701599,0.21765667,-1.0534161,0.30569354,-0.41064999,0.47946203,0.12115579
214,1.3713942,-0.17230086,-0.8531334,1.4778683,0.83869624,0.64412206,0.41568753,-0.9115787,0.17589569,-0.32444748,0.5110212,-0.58684415
215,1.4936743,0.30299324,-1.0743072,1.4582404,0.4719604,0.96856785,0.415508,-1.0138304,-0.2165949,-0.13321428,0.5369438,-0.10132022
216,1.2330028,0.45509556,-1.2482731,1.3275082,0.36856714,1.0984285,-0.713759,-0.83184093,-0.2498328,-0.7642514,0.51628286,-0.15144995
217,0.77743345,0.30031586,-1.1283182,1.4357744,0.3539886,1.0970463,-0.4420137,-1.1092491,0.021706086,-0.7641292,0.41946214,-0.53002745
218,1.1278421,0.41895372,-1.2006755,1.6262752,0.46730676,0.97745854,-0.29056087,-0.9683712,0.25828317,-0.45641124,0.6756871,-0.06855236
219,1.0961825,0.2859053,-1.3185464,1.6301987,0.3236351,0.96251875,-0.41818857,-0.98088926,-0.25657117,-0.4914667,0.3528579,-0.16524164
22,1.8617294,0.3413536,-0.25889438,1.4314036,0.1735801,-0.19268705,-0.05315445,-0.31790563,-0.83142704,0.72442645,0.6659289,-0.5551098
220,1.1631451,0.112184234,-1.373057,1.1841894,0.8515581,1.0553979,0.12704656,-1.1168119,0.12074837,-0.5617827,0.7592377,-0.7517264
221,0.8116634,0.40911433,-1.4832667,1.2784224,0.80414855,1.0639286,-0.5301867,-1.0582861,-0.31721553,-0.64621,0.38586652,-0.27050704
222,0.6932586,0.93785816,-1.6405972,1.1215645,0.48869818,1.4096155,-0.95646924,-1.1598977,-0.40841168,-0.4451666,0.32185656,0.020984035
223,0.785297,0.8279172,-1.352169,1.195441,0.29675186,1.072205,-0.86599356,-0.55169064,-0.8536223,-0.52250195,0.37886092,-0.09162817
224,0.67752165,0.7887468,-1.6403657,0.8362157,0.22487445,1.2261964,-0.8279447,-0.84637177,-0.79106367,-0.6618625,0.53341,-0.31594688
225,0.74272054,0.4544074,-1.7033033,0.90123314,0.5916501,1.2541702,-0.48297077,-0.9429606,-0.550086,-0.7691131,0.58550686,-0.8011777
226,0.79167664,0.31874695,-1.670129,1.01661,0.1918188,0.9081447,-1.1253022,-0.41529858,-1.2037442,-1.1282744,-0.08840728,-0.7409914
227,0.70164716,0.36303565,-1.8142288,1.1314348,0.33414376,0.90770036,-0.9538179,-0.83886033,-1.3078619,-0.8941828,0.14336182,-0.92794657
228,0.58593005,0.7728531,-1.2265283,1.0683941,-0.2162619,0.9074009,-1.4224943,-0.44445977,-1.5757533,-0.6910968,-0.27808025,-0.29145813
229,0.81090623,0.83003503,-1.189449,1.034222,-0.2871044,0.9140103,-1.2154227,-0.62493724,-1.5848733,-0.4649662,0.035381973,-0.28695703
23,1.8174977,0.36925915,-0.16943139,1.2255695,0.14073007,-0.27954525,-0.3598899,-0.5674117,-0.49003506,0.76253825,0.53993523,-0.3280975
230,0.8257239,0.74048334,-1.2636766,1.1599058,-0.16988885,0.8206647,-1.26297,-0.54008085,-1.3083714,-0.5742855,-0.011743448,-0.3119249
231,0.27890792,0.77234405,-0.50210667,1.1668047,0.16829938,1.0916575,-1.0315801,0.6088189,-1.780337,-0.6303134,-0.67406005,-0.4867947
232,0.62536377,0.60787696,-0.5930746,1.0368034,-0.06431542,0.87437236,-1.1080589,0.36713606,-1.5869994,-0.7003852,-0.87228554,-0.63823754
233,0.7021944,0.45797756,-0.8993158,0.85458827,0.0692431,0.7989583,-1.0513352,0.29436782,-1.663459,-0.7693796,-0.44577873,-0.6159821
234,0.6679399,0.7869561,-0.4087893,0.9728145,-0.13398823,1.0584143,-0.9624382,0.8504488,-1.859333,-0.4703583,-0.54493666,-0.45973483
235,0.58464944,0.6772267,-0.83871204,1.1349864,-0.015772482,1.1670095,-1.0263029,0.56332487,-1.4233295,-0.7835601,-0.43349496,-0.46305752
236,0.7345198,-0.1578306,-0.38267398,1.4079456,0.15165897,0.73407936,-0.63661784,0.56466323,-1.4533316,-0.78676593,-0.93521935,-0.84999835
237,0.56270957,0.073487125,-0.6144071,1.1705015,0.29130152,0.4091399,-0.99303615,0.26793808,-1.6264077,-0.2909538,-1.1323062,-0.6426657
238,0.36955303,0.39032996,-0.04834359,1.0482982,-0.16469702,0.47178915,-0.83603674,0.5590341,-1.754515,0.030846475,-1.2271948,-0.8783231
239,0.6744536,0.21813574,-0.14476372,1.1739274,0.048889667,0.5024046,-0.7833011,0.46008298,-1.6012172,0.15349765,-1.682729,-0.8292967
24,1.6211213,0.58750474,-0.21905118,1.3531336,-0.038795665,-0.16018726,-0.19666147,-0.44233048,-0.9590338,0.85232973,0.48426548,-0.7236586
240,0.6000256,0.14749849,-0.2883144,1.353057,0.05323644,0.37541792,-0.79686946,0.15984377,-1.7851028,0.11352381,-1.5610073,-0.9741786
241,0.65021586,-0.37421685,-0.06708234,1.643717,0.4934353,0.73319566,-0.31316912,0.54982746,-0.99178386,-0.14976375,-1.4106529,-0.6566307
242,0.67580295,-0.57053894,-0.055185933,1.7225335,0.18655446,0.7277447,-0.38424975,0.5306016,-0.80677617,-0.35218313,-1.2521505,-0.72412926
243,0.45891315,0.084060185,0.14433575,1.3492002,0.05423001,0.7734066,-0.21174851,0.8875986,-1.1727015,0.055334702,-1.3338151,-0.7216089
244,0.37434894,-0.18358499,0.014212925,1.4950068,0.49371943,0.5081491,-0.25798926,0.62501806,-1.1246237,0.31055,-1.4900503,-0.64427894
245,0.561845,-0.36196455,0.009113966,1.681233,0.22258808,0.6353786,-0.22162475,0.5715056,-0.84197754,0.28719535,-1.3382645,-0.5857499
246,0.61172795,-0.5461146,0.120878175,1.7602081,0.7905088,0.61511165,-0.4050369,0.37604088,-0.70287716,-0.12939413,-1.7170769,-0.39444473
247,0.6805895,-0.3713674,0.35731468,1.9242676,0.4878653,0.8047258,-0.2343777,-0.04560706,-0.10978558,0.10111807,-1.4766957,-0.016598612
248,1.2697443,-0.34173614,-0.15066665,1.758875,0.72294784,0.865468,-0.437267,0.07564591,-0.4384193,-0.059083473,-1.9020965,-0.20699659
249,0.2780065,0.16353497,0.46368524,1.5781533,0.42340094,0.5880269,-0.28071493,0.440983,-0.5255865,0.4930452,-1.55027,-0.33706245
25,1.7723107,0.61777043,-0.017843867,0.91575533,0.28814876,0.1881618,-0.10283895,-0.45283258,-0.4679578,0.5511538,0.5770694,-0.66001904
250,0.7091586,-0.23857619,0.64369696,1.7454166,0.45893422,0.7034864,0.13587472,0.49922916,-0.26854014,0.20704085,-1.5135127,-0.31925765
251,0.64631116,0.28371948,0.7376816,1.5597618,0.56681657,0.9171283,0.28861073,0.47560418,-0.0101938825,0.55494887,-1.194173,0.029598152
252,0.685909,0.106273144,0.6374031,1.5505334,0.5174137,1.0456841,0.1488597,0.70454395,0.012455658,0.32579777,-1.2290044,0.041725762
253,0.728051,-0.01790043,0.38612255,1.8551737,0.49262214,1.089148,0.14388046,0.4108363,-0.19664076,0.25193748,-1.229025,-0.24116781
254,0.5549263,-0.13260578,0.6877903,1.9006865,0.47865415,0.89214003,-0.0629991,0.12590535,0.024068907,0.1544663,-1.5589182,-0.20628735
255,1.0561721,-0.1442704,0.5777232,1.6116449,0.25841373,1.0999095,0.10296367,0.46264774,0.0018284135,0.02120351,-1.2749479,-0.09903088
256,1.0872517,0.9824275,0.7524272,1.1152178,0.7125783,0.9273511,0.00272441,0.5870687,0.49584594,0.62732965,-1.0548917,0.3614205
257,0.78200096,0.47882646,0.5826463,1.6258404,0.6653879,0.7951304,-0.21246757,0.3660587,0.13740462,0.40112093,-1.3059415,0.05755967
